"app","from","to","pre","keyword","post","vague_noun"
"Noom",1943,1944,", that data is governed by their privacy policies .","Service providers",": We provide your information to vendors or agents working","service providers"
"Noom",1951,1951,"policies . Service providers : We provide your information to","vendors","or agents working on our behalf for the purposes described","vendors"
"Noom",2027,2028,"we will disclose payment and transactional data to banks and","other entities","as necessary for payment processing , fraud prevention , credit","other entities"
"Noom",3040,3040,", or in any other country where we or our","affiliates",", subsidiaries , or service providers process data . Currently","affiliates"
"Noom",3045,3046,"country where we or our affiliates , subsidiaries , or","service providers","process data . Currently , we primarily use data centers","service providers"
"Noom",4237,4238,"policy does not cover data we handle on behalf of","other entities",". Those practices are covered by our agreements with those","other entities"
"Noom",5637,5637,", or in any other country where we or our","affiliates",", subsidiaries , or service providers process data . Currently","affiliates"
"Noom",5642,5643,"country where we or our affiliates , subsidiaries , or","service providers","process data . Currently , we primarily use data centers","service providers"
"Nutritionix",404,405,"inform you . We share your Personal Data with certain","service providers","who assist us in operating our Website , conducting our","service providers"
"Nutritionix",425,426,"our business , or servicing you . The categories of","service providers","to which we may disclose your Personal Data include :","service providers"
"Nutritionix",443,444,"Personal Data include : We enter into agreements with our","service providers","( also known as “ processors ” ) to ensure","service providers"
"Nutritionix",533,534,"Website traffic and we share your Personal Data with these","business partners","for this purpose and their use . Making Personal Data","business partners"
"Nutritionix",741,741,"we may disclose your Personal Data to our subsidiaries or","affiliates",", but only if necessary for business purposes , as","affiliates"
"Nutritionix",839,840,"U.S . Syndigo also uses many U.S . - based","services providers",". This means that your Personal Data is primarily stored","service providers"
"Nutritionix",855,856,"your Personal Data is primarily stored by us and our","service providers","in the U.S . However , we operate globally through","service providers"
"Nutritionix",868,868,"the U.S . However , we operate globally through our","affiliates",", subsidiaries , and services providers . This means that","affiliates"
"Nutritionix",873,874,"we operate globally through our affiliates , subsidiaries , and","services providers",". This means that we may store and transfer your","service providers"
"Nutritionix",889,889,"we may store and transfer your Personal Data to our","affiliates",", subsidiaries , and service providers who are in different","affiliates"
